2023-05-09 05:23:10,479	__main__	INFO	Started unimore-bda-6 in DEBUG mode!
2023-05-09 05:23:10,479	__main__	DEBUG	Validating configuration...
2023-05-09 05:23:10,481	__main__	DEBUG	Ensuring there are no leftover caches...
2023-05-09 05:23:10,505	__main__.sample_reviews_polar	DEBUG	Selected sample_func: sample_reviews_polar
2023-05-09 05:23:10,505	__main__.sample_reviews_polar.ThreeCheat	DEBUG	Selected SentimentAnalyzer: ThreeCheat
2023-05-09 05:23:10,506	__main__	DEBUG	Running garbage collection...
2023-05-09 05:23:10,607	__main__	DEBUG	Collected 19 pieces of garbage!
2023-05-09 05:23:10,608	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer	DEBUG	Selected Tokenizer: PlainTokenizer
2023-05-09 05:23:10,608	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	DEBUG	Run #1
2023-05-09 05:23:10,608	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	DEBUG	Instantiating ThreeCheat with PlainTokenizer...
2023-05-09 05:24:27,907	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	INFO	Training sentiment analyzer: <ThreeCheat with <PlainTokenizer> tokenizer>
2023-05-09 05:24:27,907	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	INFO	Training succeeded!
2023-05-09 05:24:27,907	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <PlainTokenizer> tokenizer>
2023-05-09 05:24:28,145	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:24:28,287	__main__.sample_reviews_polar.ThreeCheat.PlainTokenizer.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:24:28,288	__main__	DEBUG	Running garbage collection...
2023-05-09 05:24:28,378	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:24:28,378	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer	DEBUG	Selected Tokenizer: LowercaseTokenizer
2023-05-09 05:24:28,378	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	DEBUG	Run #1
2023-05-09 05:24:28,378	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	DEBUG	Instantiating ThreeCheat with LowercaseTokenizer...
2023-05-09 05:25:40,832	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	INFO	Training sentiment analyzer: <ThreeCheat with <LowercaseTokenizer> tokenizer>
2023-05-09 05:25:40,832	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	INFO	Training succeeded!
2023-05-09 05:25:40,833	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <LowercaseTokenizer> tokenizer>
2023-05-09 05:25:41,029	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:25:41,177	__main__.sample_reviews_polar.ThreeCheat.LowercaseTokenizer.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:25:41,178	__main__	DEBUG	Running garbage collection...
2023-05-09 05:25:41,266	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:25:41,266	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer	DEBUG	Selected Tokenizer: NLTKWordTokenizer
2023-05-09 05:25:41,266	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	DEBUG	Run #1
2023-05-09 05:25:41,266	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	DEBUG	Instantiating ThreeCheat with NLTKWordTokenizer...
2023-05-09 05:26:52,688	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	INFO	Training sentiment analyzer: <ThreeCheat with <NLTKWordTokenizer> tokenizer>
2023-05-09 05:26:52,688	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	INFO	Training succeeded!
2023-05-09 05:26:52,689	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <NLTKWordTokenizer> tokenizer>
2023-05-09 05:26:52,900	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:26:53,029	__main__.sample_reviews_polar.ThreeCheat.NLTKWordTokenizer.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:26:53,029	__main__	DEBUG	Running garbage collection...
2023-05-09 05:26:53,116	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:26:53,117	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer	DEBUG	Selected Tokenizer: PottsTokenizer
2023-05-09 05:26:53,117	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	DEBUG	Run #1
2023-05-09 05:26:53,117	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	DEBUG	Instantiating ThreeCheat with PottsTokenizer...
2023-05-09 05:28:04,548	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	INFO	Training sentiment analyzer: <ThreeCheat with <PottsTokenizer> tokenizer>
2023-05-09 05:28:04,548	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	INFO	Training succeeded!
2023-05-09 05:28:04,549	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <PottsTokenizer> tokenizer>
2023-05-09 05:28:04,743	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:28:04,875	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizer.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:28:04,876	__main__	DEBUG	Running garbage collection...
2023-05-09 05:28:04,964	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:28:04,964	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation	DEBUG	Selected Tokenizer: PottsTokenizerWithNegation
2023-05-09 05:28:04,964	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	DEBUG	Run #1
2023-05-09 05:28:04,964	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	DEBUG	Instantiating ThreeCheat with PottsTokenizerWithNegation...
2023-05-09 05:29:13,309	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	INFO	Training sentiment analyzer: <ThreeCheat with <PottsTokenizerWithNegation> tokenizer>
2023-05-09 05:29:13,309	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	INFO	Training succeeded!
2023-05-09 05:29:13,310	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <PottsTokenizerWithNegation> tokenizer>
2023-05-09 05:29:13,507	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:29:13,658	__main__.sample_reviews_polar.ThreeCheat.PottsTokenizerWithNegation.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:29:13,659	__main__	DEBUG	Running garbage collection...
2023-05-09 05:29:13,750	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:29:13,750	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer	DEBUG	Selected Tokenizer: HuggingBertTokenizer
2023-05-09 05:29:13,750	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	DEBUG	Run #1
2023-05-09 05:29:13,750	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	DEBUG	Instantiating ThreeCheat with HuggingBertTokenizer...
2023-05-09 05:30:20,904	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	INFO	Training sentiment analyzer: <ThreeCheat with <HuggingBertTokenizer> tokenizer>
2023-05-09 05:30:20,904	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	INFO	Training succeeded!
2023-05-09 05:30:20,905	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	INFO	Evaluating sentiment analyzer: <ThreeCheat with <HuggingBertTokenizer> tokenizer>
2023-05-09 05:30:21,095	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 3.0, 0.0 precision of 3.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:30:21,233	__main__.sample_reviews_polar.ThreeCheat.HuggingBertTokenizer.1	INFO	Cumulative evaluation results: Evaluation results: 1000 evaluated, 2.0 mean absolute error, 4.0 mean squared error, 0.0 recall of 1.0, inf precision of 1.0, inf recall of 2.0, inf precision of 2.0, inf recall of 3.0, 0.0 precision of 3.0, inf recall of 4.0, inf precision of 4.0, 0.0 recall of 5.0, inf precision of 5.0, 0 perfect matches.
2023-05-09 05:30:21,233	__main__.sample_reviews_polar.NLTKSentimentAnalyzer	DEBUG	Selected SentimentAnalyzer: NLTKSentimentAnalyzer
2023-05-09 05:30:21,234	__main__	DEBUG	Running garbage collection...
2023-05-09 05:30:21,325	__main__	DEBUG	Collected 0 pieces of garbage!
2023-05-09 05:30:21,326	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer	DEBUG	Selected Tokenizer: PlainTokenizer
2023-05-09 05:30:21,326	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	DEBUG	Run #1
2023-05-09 05:30:21,326	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	DEBUG	Instantiating NLTKSentimentAnalyzer with PlainTokenizer...
2023-05-09 05:31:30,893	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Training sentiment analyzer: <NLTKSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-09 05:33:50,078	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Training succeeded!
2023-05-09 05:33:50,078	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Evaluating sentiment analyzer: <NLTKSentimentAnalyzer with <PlainTokenizer> tokenizer>
2023-05-09 05:34:56,163	__main__.sample_reviews_polar.NLTKSentimentAnalyzer.PlainTokenizer.1	INFO	Evaluation results: Evaluation results: 1000 evaluated, 1.108 mean absolute error, 4.432 mean squared error, 0.622 recall of 1.0, 0.7794486215538847 precision of 1.0, 0.824 recall of 5.0, 0.6855241264559068 precision of 5.0, 723 perfect matches.
